"","DATETIME","LEVEL_T1","LEVEL_T2","LEVEL_T3","LEVEL_T4","LEVEL_T5","LEVEL_T6","LEVEL_T7","PRESSURE_J280","PRESSURE_J269","PRESSURE_J300","PRESSURE_J256","PRESSURE_J289","PRESSURE_J415","PRESSURE_J302","PRESSURE_J306","PRESSURE_J307","PRESSURE_J317","PRESSURE_J14","PRESSURE_J422","FLOW_PU1","FLOW_PU2","FLOW_PU3","FLOW_PU4","FLOW_PU5","FLOW_PU6","FLOW_PU7","FLOW_PU8","FLOW_PU9","FLOW_PU10","FLOW_PU11","FLOW_V2","STATUS_PU1","STATUS_PU2","STATUS_PU3","STATUS_PU4","STATUS_PU5","STATUS_PU6","STATUS_PU7","STATUS_PU8","STATUS_PU9","STATUS_PU10","STATUS_PU11","STATUS_V2","ATT_FLAG"
"8903","2016-05-06 22:30:00",3.3,3.76,3.34,2.86,4.5,5.5,2.33,2.97,34.14,28.08,87.04,28.15,83.93,21.99,95.01,21.88,67.48,31.07,30.17,97.83,97.85,0,36.78,0,0,50.79,27.74,0,31.33,0,81.02,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8904","2016-05-06 22:45:00",3.24,3.74,3.45,2.81,4.5,5.5,2.3,2.97,34.11,28.06,87.1,28.14,83.89,21.94,94.96,21.83,67.44,31.05,30.15,97.88,97.9,0,36.73,0,0,50.8,27.74,0,31.32,0,80.79,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8905","2016-05-06 23:00:00",3.18,3.73,3.56,2.76,4.5,5.5,2.27,2.98,34.52,28.08,87.69,28.15,83.95,23.37,101.78,23.25,68.48,31.08,30.18,97.11,97.13,0,36.42,0,0,50.78,23.24,0,31.44,0,84.1,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8906","2016-05-06 23:15:00",3.14,3.72,3.67,2.71,4.5,5.5,2.29,2.97,34.5,28.07,87.76,28.15,83.92,23.34,101.74,23.22,68.49,31.07,30.17,97.15,97.17,0,36.38,0,0,50.79,23.24,0,31.42,0,83.9,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8907","2016-05-06 23:30:00",3.1,3.71,3.77,2.67,4.5,5.5,2.32,2.97,34.48,28.06,87.82,28.14,83.88,23.3,101.71,23.18,68.5,31.06,30.16,97.19,97.21,0,36.34,0,0,50.8,23.24,0,31.41,0,83.71,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8908","2016-05-06 23:45:00",3.05,3.7,3.88,2.63,4.5,5.5,2.34,2.97,34.46,28.05,87.89,28.13,83.85,23.27,101.68,23.15,68.52,31.05,30.15,97.23,97.25,0,36.29,0,0,50.82,23.24,0,31.4,0,83.52,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8909","2016-05-07 00:00:00",3.01,3.69,3.99,2.59,4.5,5.5,2.36,2.98,35.17,28.12,90.53,28.18,86.4,25.13,108.68,25.02,72.37,31.11,30.21,95.9,95.92,0,34.82,0,0,49.54,17.73,0,30.81,0,88.59,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8910","2016-05-07 00:15:00",3,3.7,4.12,2.71,4.5,5.5,2.56,2.98,35.17,28.13,90.61,28.19,86.49,25.13,108.68,25.02,72.52,31.12,30.22,95.91,95.93,0,34.78,0,0,49.5,17.73,0,30.77,0,88.45,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8911","2016-05-07 00:30:00",2.99,3.71,4.25,2.83,4.5,5.5,2.75,2.98,35.16,28.14,90.69,28.2,86.58,25.13,108.68,25.02,72.66,31.12,30.22,95.92,95.94,0,34.73,0,0,49.46,17.73,0,30.72,0,88.31,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8912","2016-05-07 00:45:00",2.98,3.72,4.38,2.95,4.5,5.5,2.94,2.98,35.16,28.15,90.78,28.22,86.67,25.13,108.68,25.02,72.8,31.13,30.23,95.93,95.95,0,34.69,0,0,49.42,17.73,0,30.68,0,88.18,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8913","2016-05-07 01:00:00",2.97,3.73,4.51,3.07,4.5,5.5,3.13,2.98,35.53,28.22,92.44,28.28,87.39,25.9,111.31,25.8,74.79,31.19,30.29,95.23,95.25,0,33.73,0,0,49.08,15.15,0,30.31,0,90.28,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8914","2016-05-07 01:15:00",2.98,3.75,4.65,3.22,4.5,5.5,3.39,2.98,35.54,28.24,92.54,28.3,87.5,25.92,111.33,25.82,74.98,31.21,30.31,95.22,95.24,0,33.69,0,0,49.03,15.15,0,30.26,0,90.2,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8915","2016-05-07 01:30:00",2.99,3.77,4.79,3.36,4.5,5.5,3.65,2.98,35.54,28.26,92.63,28.32,87.61,25.94,111.35,25.84,75.17,31.23,30.33,95.21,95.23,0,33.65,0,0,48.99,15.15,0,30.21,0,90.13,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8916","2016-05-07 01:45:00",3,3.79,4.93,3.51,4.5,5.5,3.91,2.98,35.55,28.28,92.72,28.34,87.72,25.96,111.37,25.86,75.36,31.25,30.35,95.2,95.22,0,33.6,0,0,48.94,15.15,0,30.15,0,90.06,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8917","2016-05-07 02:00:00",3,3.81,5.07,3.66,4.5,5.5,4.16,2.98,35.59,28.32,93.32,28.37,88.04,26.1,111.73,26,76.37,31.28,30.38,95.13,95.15,0,33.26,0,0,48.78,14.82,0,29.88,0,90.16,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8918","2016-05-07 02:15:00",3.02,3.84,5.21,3.81,4.5,5.5,4.45,2.98,35.59,28.34,93.41,28.4,88.16,26.13,111.75,26.02,76.58,31.3,30.4,95.11,95.13,0,33.21,0,0,48.73,14.82,0,29.83,0,90.09,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8919","2016-05-07 02:30:00",3.03,3.88,5.28,3.97,4.5,5.5,4.73,2.98,35.71,29.64,75.98,29.6,88.63,26.21,111.84,26.11,76.81,32.19,31.29,94.9,94.92,0,0,0,0,49.12,14.82,0,29.78,0,84.2,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8920","2016-05-07 02:45:00",3.07,3.98,5.22,4.12,4.5,5.45,4.57,2.98,36.02,29.86,75.92,29.82,88.8,30.52,116.09,30.52,60.29,32.42,31.52,94.31,94.33,0,0,0,0,49.14,14.82,0,0,0,86.54,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"8921","2016-05-07 03:00:00",3.12,4.08,5.16,4.28,4.5,5.39,4.27,2.98,35.96,29.94,75.92,29.9,90.04,30.62,117.02,30.62,60.27,32.49,31.59,94.42,94.44,0,0,0,0,48.53,13.45,0,0,0,85.61,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"8922","2016-05-07 03:15:00",3.17,4.18,5.1,4.48,4.5,5.32,3.99,2.98,36,30.03,75.86,29.99,90.2,30.67,117.07,30.67,60.04,32.58,31.68,94.36,94.38,0,0,0,0,48.49,13.45,0,0,0,85.34,"True","True","False","False","False","False","True","True","False","False","False","True","True"
"8923","2016-05-07 03:30:00",3.21,4.28,5.04,4.68,4.5,5.26,3.71,2.98,36.45,32.66,75.8,32.66,69.32,31.1,117.5,31.1,59.81,34.95,34.05,93.5,93.52,0,0,0,0,0,13.45,0,0,0,70.23,"True","True","False","False","False","False","False","True","False","False","False","True","True"
"8924","2016-05-07 03:45:00",3.28,4.46,4.98,4.47,4.5,5.19,3.43,2.98,36.5,32.8,75.75,32.8,69.11,31.18,117.57,31.18,59.58,35.08,34.18,93.41,93.43,0,0,0,0,0,13.45,0,0,0,69.69,"True","True","False","False","False","False","False","True","False","False","False","True","True"
"8925","2016-05-07 04:00:00",3.34,4.65,4.93,4.25,4.5,5.12,3.16,2.98,36.53,32.93,75.91,32.93,68.09,31.41,119.06,31.41,60.11,35.22,34.32,93.35,93.37,0,0,0,0,0,11.03,0,0,0,69.14,"True","True","False","False","False","False","False","True","False","False","False","True","True"
"8926","2016-05-07 04:15:00",3.4,4.83,4.87,4.01,4.5,5.06,2.95,2.98,36.59,33.07,75.85,33.07,67.85,31.48,119.13,31.48,59.93,35.35,34.45,93.25,93.27,0,0,0,0,0,11.03,0,0,0,68.61,"True","True","False","False","False","False","False","True","False","False","False","True","True"
"8927","2016-05-07 04:30:00",3.47,5.01,4.81,3.77,4.5,5,2.75,2.98,36.64,33.21,75.8,33.21,67.61,31.56,119.21,31.56,59.75,35.49,34.59,93.15,93.17,0,0,0,0,0,11.03,0,0,0,68.1,"True","True","False","False","False","False","False","True","False","False","False","True","True"
"8928","2016-05-07 04:45:00",3.53,5.2,4.76,3.53,4.5,4.94,2.55,2.98,36.69,33.34,75.74,33.34,67.36,31.63,119.28,31.63,59.58,35.62,34.72,93.05,93.07,0,0,0,0,0,11.03,0,0,0,67.58,"True","True","False","False","False","False","False","True","False","False","False","True","True"
"8929","2016-05-07 05:00:00",3.58,5.37,4.7,3.29,4.5,5,2.72,2.98,36.49,33.23,74.69,33.23,68.3,26.12,109.54,26,70.44,35.48,34.58,93.44,93.46,0,0,0,0,0,17.9,0,31.67,0,64.14,"True","True","False","False","False","False","False","True","False","True","False","True","True"
"8930","2016-05-07 05:15:00",3.62,5.5,4.64,3.09,4.5,5.09,2.91,2.98,38.8,30.5,74.62,30.5,68.1,28.04,111.46,27.92,70.91,42.48,31.69,89.03,89.05,0,0,0,0,0,17.9,0,32.08,0,0,"True","True","False","False","False","False","False","True","False","True","False","False","True"
"8931","2016-05-07 05:30:00",3.72,5.43,4.57,3.11,4.5,5.17,3.1,2.98,38.85,28.57,74.55,28.53,89.18,28.14,111.55,28.01,71.06,42.56,29.94,88.93,88.95,0,0,0,0,48.26,17.9,0,32.06,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8932","2016-05-07 05:45:00",3.82,5.31,4.5,3.32,4.5,5.26,3.29,2.98,38.91,28.45,74.48,28.42,89.28,28.23,111.65,28.11,71.21,42.65,29.82,88.84,88.85,0,0,0,0,48.14,17.9,0,32.05,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8933","2016-05-07 06:00:00",3.92,5.18,4.43,3.53,4.5,5.35,3.49,2.98,38.38,28.2,75.1,28.16,85.64,28.78,115.73,28.66,71.09,42.13,29.57,89.84,89.86,0,0,0,0,49.92,12.59,0,32.24,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8934","2016-05-07 06:15:00",4.01,5.05,4.37,3.57,4.5,5.44,3.66,2.98,38.43,28.07,75.04,28.03,85.64,28.87,115.81,28.75,71.23,42.21,29.44,89.75,89.77,0,0,0,0,49.86,12.59,0,32.22,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8935","2016-05-07 06:30:00",4.1,4.91,4.31,3.61,4.5,5.5,3.86,2.98,38.51,27.94,74.98,27.9,85.64,29.22,116.16,29.11,75.97,42.33,29.31,89.6,89.62,0,0,0,0,49.79,12.59,0,30.96,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8936","2016-05-07 06:45:00",4.19,4.78,4.25,3.66,4.5,5.5,4.12,2.98,38.55,27.81,74.92,27.77,85.64,29.31,116.25,29.2,76.18,42.4,29.19,89.51,89.53,0,0,0,0,49.73,12.59,0,30.92,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8937","2016-05-07 07:00:00",4.28,4.65,4.19,3.7,4.5,5.5,4.38,2.98,38.87,27.74,73.29,27.71,87.23,28.97,113.9,28.86,75.15,42.75,29.11,88.9,88.92,0,0,0,0,48.86,15.88,0,31.13,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8938","2016-05-07 07:15:00",4.37,4.52,4.11,3.82,4.5,5.5,4.6,2.98,38.92,27.62,73.21,27.58,87.28,29.07,113.99,28.95,75.33,42.82,28.99,88.81,88.83,0,0,0,0,48.77,15.88,0,31.1,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8939","2016-05-07 07:30:00",4.47,4.39,4.03,3.94,4.5,5.5,4.78,2.98,39.79,27.5,73.13,27.46,87.33,34.52,119.38,34.52,59.23,44.2,28.87,87.14,87.16,0,0,0,0,48.68,15.88,0,0,0,0,"True","True","False","False","False","False","True","True","False","False","False","False","True"
"8940","2016-05-07 07:45:00",4.59,4.26,3.95,4.07,4.5,5.42,4.4,2.98,39.85,27.38,73.05,27.34,87.38,34.63,119.49,34.63,58.93,44.3,28.74,87.02,87.03,0,0,0,0,48.58,15.88,0,0,0,0,"True","True","False","False","False","False","True","True","False","False","False","False","True"
"8941","2016-05-07 08:00:00",4.72,4.13,3.87,4.19,4.5,5.34,4.03,2.98,39.42,27.21,72.18,27.17,86.14,33.32,109.84,33.32,58.05,43.73,28.58,87.84,87.86,0,0,0,0,49.15,24.87,0,0,0,0,"True","True","False","False","False","False","True","True","False","False","False","False","True"
"8942","2016-05-07 08:15:00",4.83,4,3.78,4.24,4.5,5.25,3.62,2.98,39.48,27.08,72.09,27.04,86.14,33.42,109.94,33.42,57.72,43.82,28.45,87.73,87.75,0,0,0,0,49.08,24.87,0,0,0,0,"True","True","False","False","False","False","True","True","False","False","False","False","True"
"8943","2016-05-07 08:30:00",4.94,3.87,3.69,4.3,4.5,5.16,3.22,2.98,39.54,26.96,72,26.92,86.15,33.52,110.04,33.52,57.4,43.91,28.32,87.62,87.64,0,0,0,0,49.02,24.87,0,0,0,0,"True","True","False","False","False","False","True","True","False","False","False","False","True"
"8944","2016-05-07 08:45:00",5.05,3.74,3.6,4.35,4.5,5.07,2.82,2.98,39.6,26.83,71.92,26.79,86.15,33.62,110.14,33.62,57.07,44,28.2,87.51,87.52,0,0,0,0,48.95,24.87,0,0,0,0,"True","True","False","False","False","False","True","True","False","False","False","False","True"
"8945","2016-05-07 09:00:00",5.15,3.61,3.52,4.4,4.5,5.01,2.52,2.98,37.88,26.68,71.9,26.64,85.4,26.81,106.31,26.69,68.69,41.8,28.05,90.81,90.82,0,0,0,0,49.26,22.21,0,32.36,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8946","2016-05-07 09:15:00",5.2,3.48,3.43,4.4,4.5,5.07,2.6,2.98,37.9,26.55,71.81,26.51,85.37,26.87,106.36,26.74,68.76,41.85,27.92,90.75,90.77,0,0,0,0,49.21,22.21,0,32.35,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8947","2016-05-07 09:30:00",5.26,3.35,3.34,4.4,4.5,5.13,2.69,2.98,37.93,26.42,71.73,26.38,85.33,26.92,106.41,26.79,68.84,41.89,27.79,90.69,90.71,0,0,0,0,49.16,22.21,0,32.35,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8948","2016-05-07 09:45:00",5.31,3.22,3.25,4.4,4.5,5.19,2.77,2.98,37.96,26.3,71.64,26.26,85.3,26.97,106.46,26.85,68.91,41.94,27.67,90.64,90.66,0,0,0,0,49.11,22.21,0,32.34,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8949","2016-05-07 10:00:00",5.36,3.09,3.17,4.4,4.5,5.25,2.85,2.98,38.23,26.18,69.47,26.14,85.55,26.7,103.94,26.57,67.64,42.21,27.55,90.14,90.15,0,0,0,0,48.92,24.3,0,32.62,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8950","2016-05-07 10:15:00",5.42,2.96,3.06,4.42,4.5,5.29,2.82,2.98,38.26,26.05,69.36,26.02,85.53,26.75,103.99,26.62,67.64,42.26,27.42,90.08,90.1,0,0,0,0,48.87,24.3,0,32.63,0,0,"True","True","False","False","False","False","True","True","False","True","False","False","True"
"8951","2016-05-07 10:30:00",5.48,2.79,3.05,4.43,4.5,5.33,2.8,2.98,38.29,22.72,85.82,22.79,84.7,26.8,104.04,26.67,67.65,42.31,24.48,90.02,90.04,0,34.41,0,0,47.56,24.3,0,32.64,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8952","2016-05-07 10:45:00",5.53,2.57,3.15,4.44,4.5,5.36,2.77,2.98,38.32,22.53,85.82,22.59,84.66,26.85,104.09,26.72,67.65,42.36,24.28,89.96,89.98,0,34.29,0,0,47.48,24.3,0,32.66,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8953","2016-05-07 11:00:00",5.59,2.35,3.25,4.45,4.5,5.4,2.74,2.98,38.25,22.33,86.01,22.4,84.38,26.85,104.21,26.73,67.88,42.31,24.08,90.09,90.1,0,34.06,0,0,47.52,24.2,0,32.59,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8954","2016-05-07 11:15:00",5.65,2.14,3.35,4.43,4.5,5.44,2.74,2.98,38.28,22.14,86.01,22.2,84.32,26.9,104.26,26.77,67.9,42.35,23.88,90.03,90.05,0,33.95,0,0,47.45,24.2,0,32.6,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8955","2016-05-07 11:30:00",5.7,1.92,3.45,4.42,4.5,5.48,2.74,2.98,38.31,21.94,86,22.01,84.26,26.95,104.31,26.82,67.92,42.4,23.69,89.97,89.99,0,33.83,0,0,47.37,24.2,0,32.61,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8956","2016-05-07 11:45:00",5.75,1.71,3.55,4.4,4.5,5.5,2.76,2.98,38.35,21.75,86,21.81,84.2,27.11,104.47,26.99,69.71,42.46,23.49,89.9,89.92,0,33.72,0,0,47.3,24.2,0,32.15,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8957","2016-05-07 12:00:00",5.81,1.49,3.65,4.39,4.5,5.5,2.81,2.98,38.76,21.57,86.06,21.63,84.32,28.34,109.55,28.22,70.93,42.95,23.31,89.12,89.14,0,33.57,0,0,47.13,20.45,0,32.16,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8958","2016-05-07 12:15:00",5.88,1.28,3.75,4.38,4.5,5.5,2.9,2.98,38.79,21.38,86.06,21.44,84.27,28.4,109.61,28.28,71.02,43,23.11,89.05,89.07,0,33.46,0,0,47.05,20.45,0,32.15,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8959","2016-05-07 12:30:00",5.94,1.06,3.85,4.38,4.5,5.5,3,2.98,38.83,21.19,86.05,21.25,84.22,28.46,109.68,28.34,71.11,43.06,22.92,88.99,89,0,33.34,0,0,46.97,20.45,0,32.14,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8960","2016-05-07 12:45:00",6.01,0.85,3.95,4.38,4.5,5.5,3.09,2.98,38.86,21,86.05,21.06,84.17,28.53,109.74,28.4,71.19,43.12,22.73,88.92,88.93,0,33.22,0,0,46.89,20.45,0,32.14,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8961","2016-05-07 13:00:00",6.07,0.64,4.05,4.38,4.5,5.5,3.19,2.98,38.72,20.92,87.51,20.98,84.57,28.11,108.52,27.98,68.59,42.97,22.64,89.18,89.2,0,32.26,0,0,46.62,21.29,0,32.75,0,0,"True","True","False","True","False","False","True","True","False","True","False","False","True"
"8962","2016-05-07 13:15:00",6.09,0.53,4.16,4.41,4.5,5.5,3.13,2.98,36.17,25.83,89.44,25.9,85.92,26.25,106.66,26.13,68.19,29,28.1,94.04,94.06,0,34.11,0,0,48.6,21.29,0,32.34,0,116.51,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8963","2016-05-07 13:30:00",6.03,0.62,4.28,4.46,4.5,5.5,3.07,2.98,36.14,25.89,89.54,25.96,85.97,26.2,106.62,26.08,68.13,29.06,28.16,94.09,94.1,0,34.08,0,0,48.6,21.29,0,32.34,0,115.89,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8964","2016-05-07 13:45:00",5.96,0.71,4.41,4.51,4.5,5.5,3.01,2.98,36.37,28.65,90.66,28.76,64.2,26.45,106.86,26.33,68.13,31.35,30.45,93.66,93.68,0,35.05,0,0,0,21.29,0,32.41,0,102.62,"True","True","False","True","False","False","False","True","False","True","False","True","True"
"8965","2016-05-07 14:00:00",5.91,0.89,4.53,4.14,4.5,5.5,2.96,2.98,36.4,28.71,88.99,28.82,63.89,26.35,105.42,26.24,70.86,31.41,30.51,93.6,93.62,0,36.04,0,0,0,22.62,0,31.61,0,102.29,"True","True","False","True","False","False","False","True","False","True","False","True","True"
"8966","2016-05-07 14:15:00",5.87,1.06,4.65,3.78,4.5,5.5,3.05,2.98,36.39,28.81,89.1,28.93,63.53,26.33,105.4,26.22,70.93,31.51,30.61,93.62,93.64,0,36.04,0,0,0,22.62,0,31.59,0,101.45,"True","True","False","True","False","False","False","True","False","True","False","True","True"
"8967","2016-05-07 14:30:00",5.82,1.24,4.76,3.42,4.5,5.5,3.15,2.98,36.38,28.92,89.21,29.03,63.17,26.31,105.38,26.2,71,31.61,30.71,93.64,93.65,0,36.04,0,0,0,22.62,0,31.56,0,100.61,"True","True","False","True","False","False","False","True","False","True","False","True","True"
"8968","2016-05-07 14:45:00",5.78,1.41,4.87,3.06,4.5,5.5,3.25,2.98,36.37,29.02,89.32,29.13,62.81,26.29,105.36,26.18,71.07,31.71,30.81,93.65,93.67,0,36.03,0,0,0,22.62,0,31.54,0,99.77,"True","True","False","True","False","False","False","True","False","True","False","True","True"
"8969","2016-05-07 15:00:00",5.72,1.5,4.98,3.05,4.5,5.5,3.34,2.98,36.08,26.45,87.77,26.52,84.64,26.34,106.62,26.23,73.39,29.61,28.71,94.21,94.23,0,35.45,0,0,49.59,21.43,0,30.87,0,111.51,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8970","2016-05-07 15:15:00",5.66,1.57,5.08,3.07,4.5,5.5,3.54,2.98,36.06,26.5,87.86,26.57,84.68,26.32,106.59,26.2,73.52,29.66,28.76,94.25,94.27,0,35.43,0,0,49.6,21.43,0,30.82,0,110.97,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8971","2016-05-07 15:30:00",5.61,1.64,5.18,3.1,4.5,5.5,3.73,2.98,36.03,26.55,87.94,26.61,84.71,26.29,106.56,26.18,73.66,29.7,28.8,94.29,94.31,0,35.41,0,0,49.61,21.43,0,30.77,0,110.43,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8972","2016-05-07 15:45:00",5.55,1.7,5.28,3.12,4.5,5.5,3.92,2.98,36.01,26.59,88.02,26.66,84.74,26.26,106.53,26.15,73.79,29.74,28.84,94.33,94.35,0,35.39,0,0,49.62,21.43,0,30.72,0,109.9,"True","True","False","True","False","False","True","True","False","True","False","True","True"
"8973","2016-05-07 16:00:00",5.5,1.77,5.38,3.15,4.5,5.5,4.11,2.98,36.2,28.5,72.88,28.46,86.06,25.59,102.57,25.47,70.16,31.17,30.27,93.98,94,0,0,0,0,49.87,24.52,0,31.59,0,101.53,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8974","2016-05-07 16:15:00",5.45,1.91,5.28,3.23,4.5,5.5,4.12,2.98,36.19,28.59,72.78,28.54,86.14,25.56,102.54,25.44,70.16,31.25,30.35,94,94.02,0,0,0,0,49.87,24.52,0,31.59,0,100.79,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8975","2016-05-07 16:30:00",5.41,2.04,5.19,3.31,4.5,5.5,4.14,2.98,36.17,28.67,72.69,28.63,86.22,25.53,102.52,25.42,70.16,31.33,30.43,94.02,94.04,0,0,0,0,49.87,24.52,0,31.58,0,100.06,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8976","2016-05-07 16:45:00",5.37,2.17,5.09,3.39,4.5,5.5,4.15,2.98,36.16,28.76,72.59,28.72,86.3,25.51,102.49,25.39,70.17,31.41,30.51,94.05,94.06,0,0,0,0,49.87,24.52,0,31.57,0,99.33,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8977","2016-05-07 17:00:00",5.32,2.3,4.99,3.47,4.5,5.5,4.16,2.98,35.3,28.53,73.79,28.48,84.52,24.71,101.69,24.59,71.35,31.15,30.25,95.66,95.68,0,0,0,0,50.66,24.52,0,30.99,0,94.48,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8978","2016-05-07 17:15:00",5.26,2.42,4.91,3.42,4.5,5.5,4.24,2.98,35.28,28.59,73.71,28.55,84.49,24.67,101.66,24.56,71.41,31.21,30.31,95.7,95.72,0,0,0,0,50.71,24.52,0,30.96,0,93.72,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8979","2016-05-07 17:30:00",5.19,2.54,4.83,3.37,4.5,5.5,4.32,2.98,35.26,28.66,73.62,28.62,84.47,24.63,101.62,24.52,71.46,31.28,30.38,95.74,95.76,0,0,0,0,50.75,24.52,0,30.93,0,92.97,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8980","2016-05-07 17:45:00",5.12,2.65,4.74,3.32,4.5,5.5,4.4,2.98,35.24,28.73,73.54,28.69,84.45,24.6,101.58,24.49,71.51,31.34,30.44,95.78,95.8,0,0,0,0,50.8,24.52,0,30.91,0,92.22,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8981","2016-05-07 18:00:00",5.06,2.76,4.66,3.27,4.5,5.5,4.48,2.98,35.64,28.99,67.75,28.95,87.03,25.77,106.76,25.66,71.59,31.6,30.7,95.03,95.05,0,0,0,0,49.62,20.69,0,31.23,0,93.53,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8982","2016-05-07 18:15:00",5.01,2.87,4.53,3.39,4.5,5.5,4.55,2.98,35.62,29.07,67.62,29.03,87.14,25.75,106.73,25.63,71.64,31.67,30.77,95.06,95.08,0,0,0,0,49.6,20.69,0,31.21,0,92.81,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8983","2016-05-07 18:30:00",4.96,2.99,4.39,3.51,4.5,5.5,4.62,2.98,35.61,29.14,67.48,29.1,87.24,25.72,106.71,25.61,71.69,31.74,30.84,95.08,95.1,0,0,0,0,49.59,20.69,0,31.19,0,92.1,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8984","2016-05-07 18:45:00",4.91,3.1,4.26,3.63,4.5,5.5,4.69,2.98,35.6,29.21,67.35,29.17,87.35,25.7,106.68,25.58,71.74,31.81,30.91,95.11,95.13,0,0,0,0,49.57,20.69,0,31.17,0,91.39,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8985","2016-05-07 19:00:00",4.87,3.21,4.13,3.74,4.5,5.5,4.76,2.98,35.77,29.34,70.77,29.3,87.43,25.38,104.64,25.26,69.89,31.93,31.03,94.78,94.8,0,0,0,0,49.59,22.44,0,31.61,0,91.61,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8986","2016-05-07 19:15:00",4.82,3.32,4.02,3.86,4.5,5.5,4.72,2.98,35.76,29.41,70.66,29.37,87.53,25.36,104.62,25.24,69.85,32,31.1,94.8,94.82,0,0,0,0,49.58,22.44,0,31.62,0,90.93,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8987","2016-05-07 19:30:00",4.78,3.43,3.92,3.97,4.5,5.5,4.68,2.98,35.75,29.48,70.56,29.44,87.63,25.33,104.59,25.21,69.82,32.07,31.17,94.82,94.84,0,0,0,0,49.56,22.44,0,31.62,0,90.25,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8988","2016-05-07 19:45:00",4.75,3.54,3.81,4.09,4.5,5.5,4.65,2.98,35.74,29.55,70.45,29.51,87.74,25.3,104.56,25.19,69.78,32.14,31.24,94.84,94.86,0,0,0,0,49.54,22.44,0,31.62,0,89.58,"True","True","False","False","False","False","True","True","False","True","False","True","True"
"8989","2016-05-07 20:00:00",4.71,3.65,3.71,4.2,4.5,5.5,4.61,2.98,35.32,29.49,70.84,29.45,87.21,24.38,100.22,24.27,71.94,32.06,31.16,95.64,95.65,0,0,0,0,49.78,25.5,0,30.71,0,86.63,"True","True","False","False","False","False","True","True","False","True","False","True","True"
